"year","gender","distance","stroke","rank","name","country","countrycode","time","timeBehind","genderDistance"
"2013","women","100","free"," 7","Yi TANG","China","CHN","54.27","1.93","women 100"
"2013","women","100","free"," 8","Shannon VREELAND","United States","USA","54.49","2.15","women 100"
"2015","men"," 50","back"," 1","Camille LACOURT","France","FRA","24.23","0.00","men 50"
"2015","men"," 50","back"," 2","Matt GREVERS","United States","USA","24.61","0.38","men 50"
"2015","men"," 50","back"," 3","Ben TREFFERS","Australia","AUS","24.69","0.46","men 50"
"2015","men"," 50","back"," 4","Mitchell LARKIN","Australia","AUS","24.70","0.47","men 50"
"2015","men"," 50","back"," 5","Vladimir MOROZOV","Russia","RUS","24.73","0.50","men 50"
"2015","men"," 50","back"," 6","Lavrans SOLLI","Norway","NOR","24.84","0.61","men 50"
"2015","men"," 50","back"," 7","Liam TANCOCK","Great Britain","GBR","24.88","0.65","men 50"
"2015","men"," 50","back"," 8","David PLUMMER","United States","USA","24.95","0.72","men 50"
"2015","men"," 50","breast"," 1","Adam PEATY","Great Britain","GBR","26.51","0.00","men 50"
"2015","men"," 50","breast"," 2","Cameron VAN DER BURGH","South Africa","RSA","26.66","0.15","men 50"
"2015","men"," 50","breast"," 3","Kevin CORDES","United States","USA","26.86","0.35","men 50"
"2015","men"," 50","breast"," 4","Felipe Alves FRANÇA DA SILVA","Brazil","BRA","26.87","0.36","men 50"
"2015","men"," 50","breast"," 5","Damir DUGONJIC","Slovenia","SLO","27.23","0.72","men 50"
"2015","men"," 50","breast"," 5","Giedrius TITENIS","Lithuania","LTU","27.23","0.72","men 50"
"2015","men"," 50","breast"," 7","Glenn SNYDERS","New Zealand","NZL","27.36","0.85","men 50"
"2015","men"," 50","breast"," 8","Caba SILADI","Serbia","SRB","27.45","0.94","men 50"
"2015","men"," 50","fly"," 1","Florent MANAUDOU","France","FRA","22.97","0.00","men 50"
"2015","men"," 50","fly"," 2","Nicholas SANTOS","Brazil","BRA","23.09","0.12","men 50"
"2015","men"," 50","fly"," 3","Laszlo CSEH","Hungary","HUN","23.15","0.18","men 50"
"2015","men"," 50","fly"," 3","Konrad CZERNIAK","Poland","POL","23.15","0.18","men 50"
"2015","men"," 50","fly"," 5","Andrii GOVOROV","Ukraine","UKR","23.18","0.21","men 50"
"2015","men"," 50","fly"," 6","Cesar CIELO FILHO","Brazil","BRA","23.21","0.24","men 50"
"2015","men"," 50","fly"," 7","Joseph Isaac SCHOOLING","Singapore","SIN","23.25","0.28","men 50"
"2015","men"," 50","fly"," 8","Benjamin PROUD","Great Britain","GBR","23.39","0.42","men 50"
"2015","men"," 50","free"," 1","Florent MANAUDOU","France","FRA","21.19","0.00","men 50"
"2015","men"," 50","free"," 2","Nathan ADRIAN","United States","USA","21.52","0.33","men 50"
"2015","men"," 50","free"," 3","Bruno FRATUS","Brazil","BRA","21.55","0.36","men 50"
"2015","men"," 50","free"," 4","Vladimir MOROZOV","Russia","RUS","21.56","0.37","men 50"
"2015","men"," 50","free"," 5","Andrii GOVOROV","Ukraine","UKR","21.86","0.67","men 50"
"2015","men"," 50","free"," 5","Marco ORSI","Italy","ITA","21.86","0.67","men 50"
"2015","men"," 50","free"," 7","Kristian GKOLOMEEV","Greece","GRE","21.98","0.79","men 50"
"2015","men"," 50","free"," 8","Benjamin PROUD","Great Britain","GBR","22.04","0.85","men 50"
"2015","men","100","back"," 1","Mitchell LARKIN","Australia","AUS","52.40","0.00","men 100"
"2015","men","100","back"," 2","Camille LACOURT","France","FRA","52.48","0.08","men 100"
"2015","men","100","back"," 3","Matt GREVERS","United States","USA","52.66","0.26","men 100"
"2015","men","100","back"," 4","Jiayu XU","China","CHN","52.89","0.49","men 100"
"2015","men","100","back"," 5","Chris WALKER-HEBBORN","Great Britain","GBR","53.02","0.62","men 100"
"2015","men","100","back"," 6","Ryosuke IRIE","Japan","JPN","53.10","0.70","men 100"
"2015","men","100","back"," 7","Evgeny RYLOV","Russia","RUS","53.23","0.83","men 100"
"2015","men","100","back"," 8","Liam TANCOCK","Great Britain","GBR","53.37","0.97","men 100"
"2015","men","100","breast"," 1","Adam PEATY","Great Britain","GBR","58.52","0.00","men 100"
"2015","men","100","breast"," 2","Cameron VAN DER BURGH","South Africa","RSA","58.59","0.07","men 100"
"2015","men","100","breast"," 3","Ross MURDOCH","Great Britain","GBR","59.09","0.57","men 100"
"2015","men","100","breast"," 4","Dmitriy BALANDIN","Kazakhstan","KAZ","59.42","0.90","men 100"
"2015","men","100","breast"," 5","Jake PACKARD","Australia","AUS","59.44","0.92","men 100"
"2015","men","100","breast"," 6","Giedrius TITENIS","Lithuania","LTU","59.56","1.04","men 100"
"2015","men","100","breast"," 7","Kirill PRIGODA","Russia","RUS","59.84","1.32","men 100"
"2015","men","100","breast"," 8","Hendrik FELDWEHR","Germany","GER","60.16","1.64","men 100"
"2015","men","100","fly"," 1","Chad LE CLOS","South Africa","RSA","50.56","0.00","men 100"
"2015","men","100","fly"," 2","Laszlo CSEH","Hungary","HUN","50.87","0.31","men 100"
"2015","men","100","fly"," 3","Joseph Isaac SCHOOLING","Singapore","SIN","50.96","0.40","men 100"
"2015","men","100","fly"," 4","Tom SHIELDS","United States","USA","51.06","0.50","men 100"
"2015","men","100","fly"," 5","Mehdy METELLA","France","FRA","51.24","0.68","men 100"
"2015","men","100","fly"," 6","Konrad CZERNIAK","Poland","POL","51.28","0.72","men 100"
"2015","men","100","fly"," 7","Pawel KORZENIOWSKI","Poland","POL","51.46","0.90","men 100"
"2015","men","100","fly"," 8","Zhuhao LI","China","CHN","51.66","1.10","men 100"
"2015","men","100","free"," 1","Zetao NING","China","CHN","47.84","0.00","men 100"
"2015","men","100","free"," 2","Cameron MCEVOY","Australia","AUS","47.95","0.11","men 100"
"2015","men","100","free"," 3","Federico GRABICH","Argentina","ARG","48.12","0.28","men 100"
"2015","men","100","free"," 4","Santo CONDORELLI","Canada","CAN","48.19","0.35","men 100"
"2015","men","100","free"," 5","Marcelo CHIERIGHINI","Brazil","BRA","48.27","0.43","men 100"
"2015","men","100","free"," 6","Alexander SUKHORUKOV","Russia","RUS","48.28","0.44","men 100"
"2015","men","100","free"," 7","Nathan ADRIAN","United States","USA","48.31","0.47","men 100"
"2015","men","100","free"," 7","Pieter TIMMERS","Belgium","BEL","48.31","0.47","men 100"
"2015","women"," 50","back"," 1","Yuanhui FU","China","CHN","27.11","0.00","women 50"
"2015","women"," 50","back"," 2","Etiene MEDEIROS","Brazil","BRA","27.26","0.15","women 50"
"2015","women"," 50","back"," 3","Xiang LIU","China","CHN","27.58","0.47","women 50"
"2015","women"," 50","back"," 4","Emily SEEBOHM","Australia","AUS","27.66","0.55","women 50"
"2015","women"," 50","back"," 5","Mie NIELSEN","Denmark","DEN","27.73","0.62","women 50"
"2015","women"," 50","back"," 6","Madison WILSON","Australia","AUS","27.92","0.81","women 50"
"2015","women"," 50","back"," 7","Lauren Alice QUIGLEY","Great Britain","GBR","27.99","0.88","women 50"
"2015","women"," 50","back"," 8","Theodora DRAKOU","Greece","GRE","28.17","1.06","women 50"
"2015","women"," 50","breast"," 1","Jennie JOHANSSON","Sweden","SWE","30.05","0.00","women 50"
"2015","women"," 50","breast"," 2","Alia ATKINSON","Jamaica","JAM","30.11","0.06","women 50"
"2015","women"," 50","breast"," 3","Yuliya EFIMOVA","Russia","RUS","30.13","0.08","women 50"
"2015","women"," 50","breast"," 4","Ruta MEILUTYTE","Lithuania","LTU","30.14","0.09","women 50"
"2015","women"," 50","breast"," 5","Jessica HARDY","United States","USA","30.20","0.15","women 50"
"2015","women"," 50","breast"," 6","Ran SUO","China","CHN","30.74","0.69","women 50"
"2015","women"," 50","breast"," 7","Hrafnhildur LUTHERSDOTTIR","Iceland","ISL","31.12","1.07","women 50"
"2015","women"," 50","breast"," 8","Mariia LIVER","Ukraine","UKR","31.14","1.09","women 50"
"2015","women"," 50","fly"," 1","Sarah SJÖSTRÖM","Sweden","SWE","24.96","0.00","women 50"
"2015","women"," 50","fly"," 2","Jeanette OTTESEN","Denmark","DEN","25.34","0.38","women 50"
"2015","women"," 50","fly"," 3","Ying LU","China","CHN","25.37","0.41","women 50"
"2015","women"," 50","fly"," 4","Inge DEKKER","Netherlands","NED","25.64","0.68","women 50"
"2015","women"," 50","fly"," 5","Farida OSMAN","Egypt","EGY","25.78","0.82","women 50"
"2015","women"," 50","fly"," 6","Fran HALSALL","Great Britain","GBR","25.85","0.89","women 50"
"2015","women"," 50","fly"," 7","Arianna VANDERPOOL-WALLACE","Bahamas","BAH","25.93","0.97","women 50"
"2015","women"," 50","fly"," 8","Anna DOWGIERT","Poland","POL","26.20","1.24","women 50"
"2015","women"," 50","free"," 1","Bronte CAMPBELL","Australia","AUS","24.12","0.00","women 50"
"2015","women"," 50","free"," 2","Ranomi KROMOWIDJOJO","Netherlands","NED","24.22","0.10","women 50"
"2015","women"," 50","free"," 3","Sarah SJÖSTRÖM","Sweden","SWE","24.31","0.19","women 50"
"2015","women"," 50","free"," 4","Cate CAMPBELL","Australia","AUS","24.36","0.24","women 50"
"2015","women"," 50","free"," 5","Chantal VAN LANDEGHEM","Canada","CAN","24.39","0.27","women 50"
"2015","women"," 50","free"," 6","Arianna VANDERPOOL-WALLACE","Bahamas","BAH","24.44","0.32","women 50"
"2015","women"," 50","free"," 7","Fran HALSALL","Great Britain","GBR","24.51","0.39","women 50"
"2015","women"," 50","free"," 8","Simone MANUEL","United States","USA","24.57","0.45","women 50"
"2015","women","100","back"," 1","Emily SEEBOHM","Australia","AUS","58.26","0.00","women 100"
"2015","women","100","back"," 2","Madison WILSON","Australia","AUS","58.75","0.49","women 100"
"2015","women","100","back"," 3","Mie NIELSEN","Denmark","DEN","58.86","0.60","women 100"
"2015","women","100","back"," 4","Yuanhui FU","China","CHN","59.02","0.76","women 100"
"2015","women","100","back"," 5","Missy FRANKLIN","United States","USA","59.40","1.14","women 100"
"2015","women","100","back"," 6","Anastasiia FESIKOVA","Russia","RUS","59.66","1.40","women 100"
"2015","women","100","back"," 7","Lauren Alice QUIGLEY","Great Britain","GBR","59.78","1.52","women 100"
"2015","women","100","back"," 8","Kathleen BAKER","United States","USA","59.99","1.73","women 100"
"2015","women","100","breast"," 1","Yuliya EFIMOVA","Russia","RUS","65.66","0.00","women 100"
"2015","women","100","breast"," 2","Ruta MEILUTYTE","Lithuania","LTU","66.36","0.70","women 100"
"2015","women","100","breast"," 3","Alia ATKINSON","Jamaica","JAM","66.42","0.76","women 100"
"2015","women","100","breast"," 4","Kanako WATANABE","Japan","JPN","66.43","0.77","women 100"
"2015","women","100","breast"," 5","Jinglin SHI","China","CHN","66.55","0.89","women 100"
"2015","women","100","breast"," 6","Hrafnhildur LUTHERSDOTTIR","Iceland","ISL","67.10","1.44","women 100"
"2015","women","100","breast"," 7","Jennie JOHANSSON","Sweden","SWE","67.17","1.51","women 100"
"2015","women","100","breast"," 8","Arianna CASTIGLIONI","Italy","ITA","67.60","1.94","women 100"
"2015","women","100","fly"," 1","Sarah SJÖSTRÖM","Sweden","SWE","55.64","0.00","women 100"
"2015","women","100","fly"," 2","Jeanette OTTESEN","Denmark","DEN","57.05","1.41","women 100"
"2015","women","100","fly"," 3","Ying LU","China","CHN","57.48","1.84","women 100"
"2015","women","100","fly"," 4","Emma MCKEON","Australia","AUS","57.67","2.03","women 100"
"2015","women","100","fly"," 5","Katerine SAVARD","Canada","CAN","57.69","2.05","women 100"
"2015","women","100","fly"," 6","Xinyi CHEN","China","CHN","57.85","2.21","women 100"
"2015","women","100","fly"," 7","Alexandra Nathalie WENK","Germany","GER","57.94","2.30","women 100"
"2015","women","100","fly"," 8","Noemie THOMAS","Canada","CAN","58.22","2.58","women 100"
"2015","women","100","free"," 1","Bronte CAMPBELL","Australia","AUS","52.52","0.00","women 100"
"2015","women","100","free"," 2","Sarah SJÖSTRÖM","Sweden","SWE","52.70","0.18","women 100"
"2015","women","100","free"," 3","Cate CAMPBELL","Australia","AUS","52.82","0.30","women 100"
"2015","women","100","free"," 4","Ranomi KROMOWIDJOJO","Netherlands","NED","53.17","0.65","women 100"
"2015","women","100","free"," 5","Femke HEEMSKERK","Netherlands","NED","53.58","1.06","women 100"
"2015","women","100","free"," 6","Simone MANUEL","United States","USA","53.93","1.41","women 100"
"2015","women","100","free"," 7","Missy FRANKLIN","United States","USA","54.00","1.48","women 100"
"2015","women","100","free"," 8","Duo SHEN","China","CHN","54.76","2.24","women 100"
"2017","men"," 50","back"," 1","Camille LACOURT","France","FRA","24.35","0.00","men 50"
"2017","men"," 50","back"," 2","Junya KOGA","Japan","JPN","24.51","0.16","men 50"
"2017","men"," 50","back"," 3","Matt GREVERS","United States","USA","24.56","0.21","men 50"
"2017","men"," 50","back"," 4","Jeremy STRAVIUS","France","FRA","24.61","0.26","men 50"
"2017","men"," 50","back"," 5","Jiayu XU","China","CHN","24.74","0.39","men 50"
"2017","men"," 50","back"," 6","Justin RESS","United States","USA","24.77","0.42","men 50"
"2017","men"," 50","back"," 7","Pavel SANKOVICH","Belarus","BLR","24.83","0.48","men 50"
"2017","men"," 50","back"," 8","Jonatan Josef KOPELEV","Israel","ISR","24.85","0.50","men 50"
"2017","men"," 50","breast"," 1","Adam PEATY","Great Britain","GBR","25.99","0.00","men 50"
"2017","men"," 50","breast"," 2","Joao GOMES JUNIOR","Brazil","BRA","26.52","0.53","men 50"
"2017","men"," 50","breast"," 3","Cameron VAN DER BURGH","South Africa","RSA","26.60","0.61","men 50"
"2017","men"," 50","breast"," 4","Felipe LIMA","Brazil","BRA","26.78","0.79","men 50"
"2017","men"," 50","breast"," 5","Kevin CORDES","United States","USA","26.80","0.81","men 50"
"2017","men"," 50","breast"," 6","Fabio SCOZZOLI","Italy","ITA","26.91","0.92","men 50"
"2017","men"," 50","breast"," 7","Kirill PRIGODA","Russia","RUS","27.01","1.02","men 50"
"2017","men"," 50","breast"," 8","Ilya SHYMANOVICH","Belarus","BLR","27.27","1.28","men 50"
"2017","men"," 50","fly"," 1","Benjamin PROUD","Great Britain","GBR","22.75","0.00","men 50"
"2017","men"," 50","fly"," 2","Nicholas SANTOS","Brazil","BRA","22.79","0.04","men 50"
"2017","men"," 50","fly"," 3","Andrii GOVOROV","Ukraine","UKR","22.84","0.09","men 50"
"2017","men"," 50","fly"," 4","Caeleb Remel DRESSEL","United States","USA","22.89","0.14","men 50"
"2017","men"," 50","fly"," 5","Joseph SCHOOLING","Singapore","SGP","22.95","0.20","men 50"
"2017","men"," 50","fly"," 6","Henrique MARTINS","Brazil","BRA","23.14","0.39","men 50"
"2017","men"," 50","fly"," 7","Andrii KHLOPTSOV","Ukraine","UKR","23.31","0.56","men 50"
"2017","men"," 50","fly"," 8","Tim PHILLIPS","United States","USA","23.38","0.63","men 50"
"2017","men"," 50","free"," 1","Caeleb Remel DRESSEL","United States","USA","21.15","0.00","men 50"
"2017","men"," 50","free"," 2","Bruno FRATUS","Brazil","BRA","21.27","0.12","men 50"
"2017","men"," 50","free"," 3","Benjamin PROUD","Great Britain","GBR","21.43","0.28","men 50"
"2017","men"," 50","free"," 4","Vladimir MOROZOV","Russia","RUS","21.46","0.31","men 50"
"2017","men"," 50","free"," 5","Pawel JURASZEK","Poland","POL","21.47","0.32","men 50"
"2017","men"," 50","free"," 6","Ari-Pekka LIUKKONEN","Finland","FIN","21.67","0.52","men 50"
"2017","men"," 50","free"," 7","Kristian GKOLOMEEV","Greece","GRE","21.73","0.58","men 50"
"2017","men"," 50","free"," 8","Cesar CIELO FILHO","Brazil","BRA","21.83","0.68","men 50"
"2017","men","100","back"," 1","Jiayu XU","China","CHN","52.44","0.00","men 100"
"2017","men","100","back"," 2","Matt GREVERS","United States","USA","52.48","0.04","men 100"
"2017","men","100","back"," 3","Ryan MURPHY","United States","USA","52.59","0.15","men 100"
"2017","men","100","back"," 4","Ryosuke IRIE","Japan","JPN","53.03","0.59","men 100"
"2017","men","100","back"," 5","Grigory TARASEVICH","Russia","RUS","53.12","0.68","men 100"
"2017","men","100","back"," 6","Mitchell LARKIN","Australia","AUS","53.24","0.80","men 100"
"2017","men","100","back"," 7","Guilherme GUIDO","Brazil","BRA","53.66","1.22","men 100"
"2017","men","100","back"," 8","Corey MAIN","New Zealand","NZL","53.87","1.43","men 100"
"2017","men","100","breast"," 1","Adam PEATY","Great Britain","GBR","57.47","0.00","men 100"
"2017","men","100","breast"," 2","Kevin CORDES","United States","USA","58.79","1.32","men 100"
"2017","men","100","breast"," 3","Kirill PRIGODA","Russia","RUS","59.05","1.58","men 100"
"2017","men","100","breast"," 4","Yasuhiro KOSEKI","Japan","JPN","59.10","1.63","men 100"
"2017","men","100","breast"," 5","Cody MILLER","United States","USA","59.11","1.64","men 100"
"2017","men","100","breast"," 6","Andrius SIDLAUSKAS","Lithuania","LTU","59.21","1.74","men 100"
"2017","men","100","breast"," 7","Zibei YAN","China","CHN","59.42","1.95","men 100"
"2017","men","100","breast"," 8","Ross MURDOCH","Great Britain","GBR","59.45","1.98","men 100"
"2017","men","100","fly"," 1","Caeleb Remel DRESSEL","United States","USA","49.86","0.00","men 100"
"2017","men","100","fly"," 2","Kristof MILAK","Hungary","HUN","50.62","0.76","men 100"
"2017","men","100","fly"," 3","Joseph SCHOOLING","Singapore","SGP","50.83","0.97","men 100"
"2017","men","100","fly"," 3","James GUY","Great Britain","GBR","50.83","0.97","men 100"
"2017","men","100","fly"," 5","Laszlo CSEH","Hungary","HUN","50.92","1.06","men 100"
"2017","men","100","fly"," 6","Zhuhao LI","China","CHN","50.96","1.10","men 100"
"2017","men","100","fly"," 7","Grant IRVINE","Australia","AUS","51.00","1.14","men 100"
"2017","men","100","fly"," 8","Mehdy METELLA","France","FRA","51.16","1.30","men 100"
"2017","men","100","free"," 1","Caeleb Remel DRESSEL","United States","USA","47.17","0.00","men 100"
"2017","men","100","free"," 2","Nathan ADRIAN","United States","USA","47.87","0.70","men 100"
"2017","men","100","free"," 3","Mehdy METELLA","France","FRA","47.89","0.72","men 100"
"2017","men","100","free"," 4","Cameron MCEVOY","Australia","AUS","47.92","0.75","men 100"
"2017","men","100","free"," 5","Duncan SCOTT","Great Britain","GBR","48.11","0.94","men 100"
"2017","men","100","free"," 5","Marcelo CHIERIGHINI","Brazil","BRA","48.11","0.94","men 100"
"2017","men","100","free"," 7","Jack CARTWRIGHT","Australia","AUS","48.24","1.07","men 100"
"2017","men","100","free"," 8","Sergii SHEVTSOV","Ukraine","UKR","48.26","1.09","men 100"
"2017","women"," 50","back"," 1","Etiene MEDEIROS","Brazil","BRA","27.14","0.00","women 50"
"2017","women"," 50","back"," 2","Yuanhui FU","China","CHN","27.15","0.01","women 50"
"2017","women"," 50","back"," 3","Aliaksandra HERASIMENIA","Belarus","BLR","27.23","0.09","women 50"
"2017","women"," 50","back"," 4","Emily SEEBOHM","Australia","AUS","27.37","0.23","women 50"
"2017","women"," 50","back"," 5","Kathleen BAKER","United States","USA","27.50","0.36","women 50"
"2017","women"," 50","back"," 6","Xueer WANG","China","CHN","27.55","0.41","women 50"
"2017","women"," 50","back"," 7","Holly BARRATT","Australia","AUS","27.60","0.46","women 50"
"2017","women"," 50","back"," 8","Georgia DAVIES","Great Britain","GBR","27.61","0.47","women 50"
"2017","women"," 50","breast"," 1","Lilly KING","United States","USA","29.40","0.00","women 50"
"2017","women"," 50","breast"," 2","Yuliya EFIMOVA","Russia","RUS","29.57","0.17","women 50"
"2017","women"," 50","breast"," 3","Katie MEILI","United States","USA","29.99","0.59","women 50"
"2017","women"," 50","breast"," 4","Ruta MEILUTYTE","Lithuania","LTU","30.20","0.80","women 50"
"2017","women"," 50","breast"," 5","Jennie JOHANSSON","Sweden","SWE","30.31","0.91","women 50"
"2017","women"," 50","breast"," 6","Sarah VASEY","Great Britain","GBR","30.62","1.22","women 50"
"2017","women"," 50","breast"," 7","Arianna CASTIGLIONI","Italy","ITA","30.74","1.34","women 50"
"2017","women"," 50","breast"," 8","Rachel NICOL","Canada","CAN","30.80","1.40","women 50"
"2017","women"," 50","fly"," 1","Sarah SJÖSTRÖM","Sweden","SWE","24.60","0.00","women 50"
"2017","women"," 50","fly"," 2","Ranomi KROMOWIDJOJO","Netherlands","NED","25.38","0.78","women 50"
"2017","women"," 50","fly"," 3","Farida OSMAN","Egypt","EGY","25.39","0.79","women 50"
"2017","women"," 50","fly"," 4","Kelsi WORRELL","United States","USA","25.48","0.88","women 50"
"2017","women"," 50","fly"," 5","Penny OLEKSIAK","Canada","CAN","25.62","1.02","women 50"
"2017","women"," 50","fly"," 6","Melanie HENIQUE","France","FRA","25.76","1.16","women 50"
"2017","women"," 50","fly"," 7","Kimberly BUYS","Belgium","BEL","25.78","1.18","women 50"
"2017","women"," 50","fly"," 8","Aliena SCHMIDTKE","Germany","GER","26.08","1.48","women 50"
"2017","women"," 50","free"," 1","Sarah SJÖSTRÖM","Sweden","SWE","23.69","0.00","women 50"
"2017","women"," 50","free"," 2","Ranomi KROMOWIDJOJO","Netherlands","NED","23.85","0.16","women 50"
"2017","women"," 50","free"," 3","Simone MANUEL","United States","USA","23.97","0.28","women 50"
"2017","women"," 50","free"," 4","Pernille BLUME","Denmark","DEN","24.00","0.31","women 50"
"2017","women"," 50","free"," 5","Aliaksandra HERASIMENIA","Belarus","BLR","24.46","0.77","women 50"
"2017","women"," 50","free"," 6","Xiang LIU","China","CHN","24.58","0.89","women 50"
"2017","women"," 50","free"," 6","Anna SANTAMANS","France","FRA","24.58","0.89","women 50"
"2017","women"," 50","free"," 6","Bronte CAMPBELL","Australia","AUS","24.58","0.89","women 50"
"2017","women","100","back"," 1","Kylie Jacqueline MASSE","Canada","CAN","58.10","0.00","women 100"
"2017","women","100","back"," 2","Kathleen BAKER","United States","USA","58.58","0.48","women 100"
"2017","women","100","back"," 3","Emily SEEBOHM","Australia","AUS","58.59","0.49","women 100"
"2017","women","100","back"," 4","Olivia SMOLIGA","United States","USA","58.77","0.67","women 100"
"2017","women","100","back"," 5","Anastasiia FESIKOVA","Russia","RUS","58.83","0.73","women 100"
"2017","women","100","back"," 6","Daria USTINOVA","Russia","RUS","59.50","1.40","women 100"
"2017","women","100","back"," 7","Simona BAUMRTOVA","Czech Republic","CZE","59.71","1.61","women 100"
"2017","women","100","back"," 8","Kathleen DAWSON","Great Britain","GBR","59.90","1.80","women 100"
"2017","women","100","breast"," 1","Lilly KING","United States","USA","64.13","0.00","women 100"
"2017","women","100","breast"," 2","Katie MEILI","United States","USA","65.03","0.90","women 100"
"2017","women","100","breast"," 3","Yuliya EFIMOVA","Russia","RUS","65.05","0.92","women 100"
"2017","women","100","breast"," 4","Ruta MEILUTYTE","Lithuania","LTU","65.65","1.52","women 100"
"2017","women","100","breast"," 5","Jinglin SHI","China","CHN","66.43","2.30","women 100"
"2017","women","100","breast"," 6","Kierra SMITH","Canada","CAN","66.90","2.77","women 100"
"2017","women","100","breast"," 7","Jessica VALL","Spain","ESP","66.95","2.82","women 100"
"2017","women","100","breast"," 8","Sarah VASEY","Great Britain","GBR","67.19","3.06","women 100"
"2017","women","100","fly"," 1","Sarah SJÖSTRÖM","Sweden","SWE","55.53","0.00","women 100"
"2017","women","100","fly"," 2","Emma MCKEON","Australia","AUS","56.18","0.65","women 100"
"2017","women","100","fly"," 3","Kelsi WORRELL","United States","USA","56.37","0.84","women 100"
"2017","women","100","fly"," 4","Penny OLEKSIAK","Canada","CAN","56.94","1.41","women 100"
"2017","women","100","fly"," 5","Sehyeon AN","Republic of Korea","KOR","57.07","1.54","women 100"
"2017","women","100","fly"," 6","Rikako IKEE","Japan","JPN","57.08","1.55","women 100"
"2017","women","100","fly"," 7","Svetlana CHIMROVA","Russia","RUS","57.24","1.71","women 100"
"2017","women","100","fly"," 8","Yufei ZHANG","China","CHN","57.51","1.98","women 100"
"2017","women","100","free"," 1","Simone MANUEL","United States","USA","52.27","0.00","women 100"
"2017","women","100","free"," 2","Sarah SJÖSTRÖM","Sweden","SWE","52.31","0.04","women 100"
"2017","women","100","free"," 3","Pernille BLUME","Denmark","DEN","52.69","0.42","women 100"
"2017","women","100","free"," 4","Mallory COMERFORD","United States","USA","52.77","0.50","women 100"
"2017","women","100","free"," 5","Ranomi KROMOWIDJOJO","Netherlands","NED","52.78","0.51","women 100"
"2017","women","100","free"," 6","Penny OLEKSIAK","Canada","CAN","52.94","0.67","women 100"
"2017","women","100","free"," 7","Bronte CAMPBELL","Australia","AUS","53.18","0.91","women 100"
"2017","women","100","free"," 8","Emma MCKEON","Australia","AUS","53.21","0.94","women 100"
